carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.42,2,7,3,61.9,57.0,4.82,4.77,2.97,1017.2
0.34,2,6,3,63.0,55.0,4.47,4.42,2.8,606.6
1.01,5,5,4,63.0,58.0,6.43,6.36,4.03,6225.8
0.34,4,6,4,62.8,58.0,4.43,4.45,2.79,618.4
0.4,2,6,2,61.2,55.0,4.74,4.77,2.91,662.4
0.39,4,2,6,63.0,56.0,4.62,4.68,2.93,682.0
1.57,2,6,4,62.3,57.0,7.39,7.44,4.62,15110.0
1.35,5,3,4,61.5,58.0,7.09,7.15,4.38,7653.8
0.35,4,7,3,60.1,61.0,4.56,4.59,2.75,990.6
2.5,1,3,2,64.9,58.0,8.46,8.43,5.48,16251.8
0.51,4,4,4,62.7,57.0,5.05,5.12,3.19,1363.2
0.62,5,1,6,60.9,58.0,5.5,5.56,3.37,2125.6
0.56,2,4,3,61.5,56.0,5.31,5.32,3.27,1490.4
0.35,2,5,7,61.8,55.0,4.53,4.57,2.81,969.8
0.72,5,5,5,62.2,58.0,5.75,5.7,3.56,2907.8
1.51,2,2,2,61.2,58.0,7.33,7.42,4.51,8056.0
1.01,3,7,2,63.9,57.0,6.29,6.36,4.04,4237.8
1.51,1,4,2,65.5,55.0,7.14,7.08,4.66,6263.4
0.75,4,3,6,60.6,57.0,5.86,5.89,3.56,2578.8
0.5,3,7,2,61.9,63.0,5.05,5.07,3.13,2383.6
0.36,2,4,6,61.5,55.0,4.58,4.62,2.83,780.4
0.63,2,5,3,62.6,56.0,5.53,5.49,3.45,2342.8
0.47,2,3,2,62.4,53.0,4.98,5.02,3.12,804.0
1.01,3,5,3,58.8,64.0,6.58,6.51,3.85,4087.4
1.01,4,4,4,63.2,55.0,6.39,6.34,4.02,5792.6
0.9,2,4,2,62.7,55.0,6.11,6.17,3.85,3552.4
1.51,2,2,3,61.2,60.0,7.39,7.37,4.52,7330.0
1.0,3,2,3,57.6,61.0,6.56,6.52,3.77,3877.6
0.31,5,2,5,62.3,59.0,4.29,4.35,2.69,616.0
1.63,5,2,3,61.7,58.0,7.54,7.51,4.64,8676.4
0.4,4,6,6,61.4,56.0,4.74,4.81,2.93,1070.6
0.42,4,4,5,60.6,58.0,4.82,4.95,2.96,1209.2
0.7,5,3,5,61.9,56.0,5.7,5.67,3.52,2590.0
0.32,4,7,3,60.1,60.0,4.38,4.4,2.64,839.6
0.75,4,6,4,62.8,55.0,5.77,5.79,3.63,3018.4
0.32,2,4,8,61.4,55.0,4.42,4.44,2.72,910.2
0.25,2,6,4,60.6,57.0,4.08,4.11,2.48,761.4
1.02,2,5,2,61.6,56.0,6.52,6.49,4.01,4797.6
0.4,5,7,3,61.1,58.0,4.75,4.74,2.9,799.0
0.48,3,5,5,59.0,60.9,5.09,5.15,3.02,1631.6
0.31,2,6,5,60.1,55.0,4.42,4.53,2.69,847.8
1.0,2,3,2,62.5,54.0,6.32,6.38,3.97,4743.6
0.9,5,2,4,61.6,58.0,6.15,6.09,3.77,4055.6
1.02,4,7,3,62.7,57.0,6.42,6.5,4.05,5474.8
0.36,5,5,4,62.0,59.0,4.51,4.56,2.81,750.2
0.31,4,6,3,63.1,57.0,4.31,4.28,2.71,601.6
0.7,1,5,4,65.5,57.0,5.55,5.41,3.59,2662.0
1.74,5,1,4,61.9,62.0,7.62,7.54,4.7,9947.2
1.79,5,4,5,61.7,59.0,7.85,7.74,4.81,13711.0
0.36,2,6,5,62.4,55.0,4.61,4.59,2.87,888.4
1.52,3,6,1,57.3,58.0,7.53,7.42,4.28,7665.8
0.94,5,6,3,62.0,58.0,6.24,6.27,3.88,4371.8
0.33,2,2,3,61.5,57.0,4.49,4.46,2.75,492.8
1.06,2,4,2,62.2,55.0,6.56,6.53,4.07,4493.6
0.75,2,6,3,62.1,55.0,5.81,5.85,3.62,3520.0
0.79,5,3,5,60.0,60.0,6.07,5.99,3.64,3308.8
0.33,2,6,3,59.6,57.0,4.53,4.49,2.69,1347.6
0.82,2,5,2,62.4,54.0,5.97,6.02,3.74,2934.4
0.32,2,4,5,61.9,55.0,4.4,4.42,2.73,689.8
0.3,5,5,4,62.2,60.0,4.22,4.27,2.64,732.8
0.7,2,5,4,62.0,56.0,5.71,5.74,3.55,3037.0
1.52,1,1,5,65.4,58.0,7.22,7.17,4.7,7979.4
0.31,2,4,8,62.0,54.0,4.36,4.38,2.71,900.2
0.51,2,7,4,61.6,57.0,5.19,5.14,3.18,1760.4
0.74,5,3,4,59.9,57.0,5.91,5.87,3.53,2444.0
0.67,3,5,4,58.1,62.0,5.76,5.83,3.36,1821.0
0.32,2,3,5,62.1,55.0,4.39,4.4,2.73,569.4
0.72,2,3,5,62.3,55.0,5.72,5.74,3.57,2835.0
0.5,4,6,4,62.8,60.0,5.02,5.08,3.17,1790.8
0.86,2,6,2,61.8,57.0,6.1,6.13,3.78,3695.0
0.51,5,7,3,61.9,60.0,5.15,5.12,3.18,1569.0
2.0,1,2,5,58.5,68.0,8.26,8.15,4.8,10552.8
1.79,4,5,4,62.8,59.0,7.7,7.8,4.87,13858.4
0.7,4,5,4,63.4,56.0,5.69,5.63,3.59,2182.2
0.7,4,4,4,62.2,61.0,5.54,5.59,3.46,2180.6
0.28,4,6,8,59.6,55.0,4.24,4.31,2.55,723.8
0.32,5,7,3,60.8,58.0,4.41,4.44,2.69,725.0
1.5,3,2,1,62.6,63.0,7.19,7.25,4.52,6447.0
0.9,1,2,6,60.9,66.0,6.1,6.12,3.72,2514.2
0.41,5,2,6,62.4,60.0,4.73,4.7,2.94,686.0
1.0,5,1,3,58.7,58.0,6.55,6.51,3.83,3795.2
0.91,4,3,4,58.3,59.0,6.35,6.47,3.74,3719.2
1.07,4,1,6,60.0,60.0,6.57,6.59,3.95,4552.4
2.2,2,1,3,61.5,57.0,8.41,8.37,5.16,14090.6
1.52,4,7,3,60.6,57.8,7.4,7.46,4.51,11009.2
0.31,2,3,6,62.3,55.0,4.36,4.37,2.72,794.4
0.9,3,3,2,64.1,58.0,6.05,6.02,3.87,3623.2
0.41,5,1,5,61.3,59.0,4.78,4.74,2.92,608.6
1.58,5,4,4,58.2,58.0,7.68,7.64,4.46,12020.6
0.9,5,4,3,61.9,59.0,6.18,6.13,3.81,4078.0
1.2,3,2,3,65.0,59.0,6.51,6.57,4.25,3601.0
1.16,4,5,4,60.2,63.0,6.79,6.7,4.07,5890.4
0.3,5,3,6,62.1,52.0,4.31,4.29,2.67,923.4
0.4,5,7,3,60.9,60.0,4.74,4.78,2.9,841.0
0.24,4,5,6,61.4,57.0,4.03,4.06,2.48,642.6
0.72,4,3,5,60.6,63.0,5.83,5.76,3.51,2982.4
0.33,3,2,6,63.7,56.0,4.4,4.36,2.79,731.2
0.86,4,6,4,62.3,56.0,6.05,6.08,3.78,4502.4
0.7,2,7,5,62.5,57.0,5.65,5.68,3.54,3551.4
0.52,2,6,3,60.1,59.0,5.18,5.23,3.13,1682.4
0.41,5,6,5,62.3,59.0,4.76,4.74,2.96,1238.6
1.06,2,4,4,61.8,57.0,6.52,6.56,4.04,6554.4
0.72,2,1,3,62.6,56.0,5.67,5.74,3.57,2209.0
1.54,2,3,2,60.9,56.0,7.45,7.43,4.53,8498.2
0.76,2,7,3,61.2,57.0,5.88,5.91,3.61,3214.2
1.01,4,7,4,60.4,58.0,6.47,6.57,3.94,7396.8
1.0,1,4,6,65.5,54.0,6.3,6.22,4.1,4475.6
2.02,4,3,2,59.9,55.0,8.17,8.28,4.93,14754.6
0.32,4,5,4,63.2,58.0,4.35,4.32,2.74,561.0
0.32,2,7,3,62.0,57.0,4.4,4.37,2.72,609.4
2.43,5,2,2,62.2,60.0,8.59,8.53,5.33,14525.0
0.92,4,6,3,63.3,57.0,6.22,6.17,3.92,4532.6
0.41,2,1,5,62.7,57.0,4.72,4.75,2.97,749.2
0.38,5,3,4,60.5,59.0,4.69,4.66,2.83,630.0
1.71,4,6,3,63.4,56.0,7.58,7.5,4.78,13177.6
0.9,4,2,3,61.4,55.0,6.19,6.28,3.83,2534.0
0.43,4,5,5,63.4,57.0,4.8,4.76,3.03,1218.0
0.7,4,4,4,58.2,60.0,5.84,5.78,3.38,3052.2
0.51,2,6,4,62.0,54.0,5.16,5.13,3.19,1652.8
0.4,3,6,3,63.5,58.0,4.65,4.67,2.96,778.4
0.9,5,2,3,60.9,56.0,6.26,6.21,3.8,3845.2
0.78,3,6,2,63.7,54.0,5.82,5.77,3.69,2656.0
1.12,5,5,2,60.5,59.0,6.73,6.79,4.09,4307.8
0.4,5,6,3,60.8,62.0,4.76,4.72,2.88,1127.8
0.51,4,1,3,62.6,59.0,5.06,5.1,3.18,601.2
1.01,1,6,2,67.6,57.0,6.21,6.11,4.18,3919.2
0.52,2,6,4,61.7,55.0,5.16,5.21,3.2,1768.0
0.41,2,6,4,61.8,56.0,4.78,4.74,2.94,989.2
1.05,5,4,2,60.1,60.0,6.58,6.66,3.98,4212.0
2.02,4,4,2,62.8,55.0,8.06,8.11,5.08,16008.8
0.9,4,2,2,60.9,63.0,6.21,6.13,3.76,3326.4
0.64,5,7,4,60.9,59.0,5.6,5.63,3.42,2443.8
1.22,5,2,3,62.1,58.0,6.89,6.8,4.25,5416.6
1.32,4,3,3,62.4,58.0,7.02,7.09,4.4,7106.6
2.2,5,2,2,63.0,59.0,8.22,8.19,5.17,13811.6
1.0,2,4,4,62.6,57.0,6.47,6.4,4.03,6024.2
0.54,5,3,5,61.9,56.0,5.29,5.24,3.26,1639.0
2.25,2,2,2,62.4,57.0,8.39,8.32,5.21,16843.6
1.13,4,3,2,62.5,62.0,6.59,6.66,4.14,4192.0
0.62,5,5,2,61.7,60.0,5.48,5.45,3.37,1853.4
0.9,1,7,2,64.7,59.0,6.09,5.99,3.91,4542.6
0.38,2,7,4,61.8,56.0,4.65,4.67,2.88,982.8
0.4,4,7,3,63.1,57.0,4.73,4.69,2.97,804.8
0.61,5,7,5,62.4,57.0,5.46,5.44,3.4,3274.0
1.5,3,1,5,64.1,55.0,7.23,7.13,4.6,7086.6
1.25,2,4,3,62.5,54.0,6.88,6.85,4.29,7936.8
1.01,1,6,2,60.0,60.0,6.48,6.38,3.86,4620.2
0.83,5,4,2,61.6,57.0,6.06,6.02,3.72,2908.6
1.53,2,3,3,62.3,57.0,7.41,7.36,4.6,9674.0
0.71,2,6,5,62.4,56.0,5.75,5.7,3.57,3142.6
0.38,3,3,3,63.3,57.0,4.58,4.62,2.91,578.2
0.74,2,5,3,61.2,56.0,5.83,5.87,3.58,2780.0
0.84,3,4,4,63.6,59.0,5.89,5.94,3.76,3516.2
0.75,2,6,3,61.4,57.0,5.82,5.87,3.59,2624.2
0.42,5,3,5,61.7,59.0,4.76,4.83,2.96,812.8
0.94,5,6,2,62.4,58.0,6.26,6.33,3.93,4050.8
0.72,4,5,6,59.2,63.0,5.77,5.86,3.44,3954.8
0.3,5,6,4,62.4,59.0,4.3,4.26,2.67,809.0
0.41,4,6,2,63.3,56.0,4.73,4.69,2.98,895.4
0.43,2,7,4,61.3,55.0,4.84,4.88,2.98,1145.8
2.24,5,2,2,61.9,58.0,8.29,8.36,5.15,12810.2
0.84,4,4,4,61.8,57.0,6.04,6.07,3.74,4512.0
1.12,4,6,2,60.9,63.0,6.59,6.65,4.03,4558.8
0.34,5,2,5,61.0,60.0,4.51,4.48,2.74,590.2
0.3,5,4,5,62.5,55.0,4.32,4.25,2.68,1064.0
0.7,2,4,5,61.4,57.0,5.7,5.73,3.51,3184.2
1.0,5,5,3,59.7,60.0,6.48,6.51,3.88,5420.2
0.43,2,7,4,61.8,56.0,4.81,4.83,2.98,1069.2
1.01,2,3,3,62.4,53.0,6.42,6.47,4.02,5505.0
0.71,3,7,2,56.6,63.0,5.9,5.76,3.3,1707.4
1.12,2,6,2,62.0,57.0,6.61,6.63,4.11,4751.8
0.72,2,3,4,62.8,57.0,5.74,5.7,3.59,3053.4
0.71,5,6,3,61.8,59.0,5.75,5.7,3.54,2465.8
0.52,2,7,4,61.9,55.0,5.19,5.21,3.22,1778.4
0.3,5,7,5,60.2,59.0,4.39,4.42,2.65,1219.2
0.35,5,6,4,61.6,58.0,4.57,4.52,2.8,856.4
0.32,2,2,4,61.5,56.0,4.4,4.41,2.71,523.6
1.01,4,2,3,64.2,55.0,6.28,6.34,4.05,3988.6
0.58,2,6,4,61.9,57.0,5.37,5.33,3.31,1899.4
0.9,3,1,3,64.3,63.0,6.05,6.01,3.88,2486.4
0.27,4,5,7,62.0,58.0,4.18,4.21,2.6,868.2
0.41,2,7,5,61.8,57.0,4.8,4.75,2.95,1145.4
1.01,4,3,4,63.5,61.0,6.32,6.24,3.99,4485.6
1.01,1,4,2,68.5,63.0,6.08,6.0,4.14,2967.8
0.38,2,2,3,61.5,56.0,4.67,4.7,2.88,576.0
1.09,5,4,4,59.9,56.0,6.73,6.59,3.99,5654.2
1.01,2,5,2,62.9,57.0,6.35,6.41,4.01,4336.2
0.41,5,4,5,60.7,58.0,4.83,4.79,2.92,919.8
1.5,4,2,3,60.2,63.0,7.38,7.33,4.43,8497.0
1.23,2,4,4,61.5,54.0,6.92,6.89,4.25,6796.8
0.51,4,5,4,62.0,58.0,5.08,5.11,3.16,1667.8
0.73,2,2,5,62.1,54.0,5.77,5.8,3.59,2337.8
0.43,4,6,3,63.1,56.0,4.83,4.8,3.04,865.2
1.58,2,4,5,61.3,57.0,7.48,7.54,4.6,15561.4
0.53,2,6,4,62.7,54.0,5.18,5.15,3.24,1680.6
0.65,4,5,4,64.0,55.3,5.5,5.57,3.54,2284.4
0.35,5,3,5,62.6,59.0,4.5,4.45,2.8,696.8
2.1,5,1,4,61.3,59.0,8.27,8.21,5.05,13620.8
1.04,2,3,5,62.7,55.0,6.43,6.49,4.05,5521.0
1.35,5,1,3,61.1,61.0,7.13,7.1,4.35,5636.4
1.06,2,3,2,62.5,57.1,6.46,6.5,4.05,4326.8
1.0,4,5,4,61.6,56.0,6.42,6.47,3.97,5938.4
0.7,4,5,7,63.0,60.0,5.59,5.62,3.53,4233.0
0.38,5,5,5,60.9,58.0,4.71,4.68,2.86,932.4
0.39,3,4,4,63.7,53.0,4.62,4.67,2.96,985.8
0.83,3,3,2,63.9,56.0,5.99,5.93,3.81,2996.6
0.9,4,5,6,61.0,63.0,6.13,6.09,3.73,6977.8
0.7,1,3,3,65.5,57.0,5.59,5.55,3.65,2164.0
0.42,5,5,6,61.7,59.0,4.78,4.82,2.96,1014.0
1.23,5,5,4,60.8,59.0,6.9,6.94,4.21,8842.4
0.32,2,5,4,61.2,56.0,4.41,4.44,2.71,764.2
1.08,5,4,5,61.5,61.0,6.62,6.55,4.05,7101.2
0.43,5,4,3,62.6,59.0,4.8,4.82,3.01,841.6
1.5,4,4,6,60.9,56.0,7.34,7.37,4.48,10922.2
0.38,3,7,7,61.3,61.0,4.68,4.72,2.88,1381.4
0.73,3,6,3,63.2,58.0,5.7,5.76,3.62,3021.2
1.01,4,3,3,61.9,57.0,6.36,6.41,3.95,4723.2
0.4,5,5,5,62.5,59.0,4.69,4.66,2.92,989.0
1.57,2,1,6,61.4,57.0,7.45,7.5,4.59,10243.2
1.29,2,1,4,60.9,58.0,7.05,7.0,4.28,6023.8
0.25,4,5,6,62.4,55.0,4.03,4.06,2.52,785.6
0.34,2,6,4,62.5,55.0,4.45,4.48,2.79,848.8
0.39,5,5,3,60.1,59.0,4.77,4.74,2.86,862.8
0.41,2,5,7,61.9,56.0,4.79,4.77,2.96,1160.6
0.53,2,6,4,62.8,55.0,5.21,5.17,3.26,1636.0
1.25,5,4,5,61.8,58.0,6.94,6.91,4.28,8474.0
0.71,5,5,5,61.1,58.0,5.76,5.72,3.51,2480.8
0.36,2,6,4,62.6,56.0,4.56,4.52,2.84,898.6
0.51,4,6,6,61.3,55.0,5.14,5.16,3.16,1093.2
0.5,2,7,6,60.4,54.0,5.23,5.17,3.14,2189.0
0.91,5,7,3,63.0,59.0,6.15,6.11,3.86,4410.0
0.32,5,4,5,61.4,58.0,4.4,4.36,2.69,739.8
1.11,2,1,2,62.6,54.0,6.61,6.64,4.15,4496.0
2.16,5,1,3,60.5,59.0,8.41,8.35,5.07,13431.4
1.19,5,6,5,59.8,58.0,7.01,6.94,4.17,9954.6
0.35,2,6,5,61.9,56.0,4.53,4.55,2.81,964.2
0.54,4,5,5,61.6,59.0,5.26,5.2,3.22,1640.4
0.34,2,5,4,60.7,56.0,4.56,4.53,2.76,685.4
1.27,5,1,2,60.4,58.0,7.04,7.0,4.24,4229.6
0.47,2,3,8,62.4,57.0,4.97,5.0,3.11,1361.6
1.22,5,3,5,58.9,59.0,7.02,6.96,4.12,5632.2
1.76,2,2,2,61.2,55.0,7.79,7.76,4.76,9422.4
0.53,4,4,3,63.4,54.0,5.09,5.13,3.24,1004.0
0.35,5,7,4,59.7,58.0,4.61,4.57,2.74,1247.2
1.5,3,3,2,63.6,60.0,7.3,7.23,4.63,6793.0
2.04,5,4,2,60.3,59.0,8.23,8.3,4.98,17147.0
0.31,2,3,7,62.3,53.0,4.35,4.38,2.72,741.8
0.55,5,7,7,60.3,59.0,5.34,5.3,3.21,2448.2
0.7,2,4,3,61.9,58.0,5.66,5.69,3.51,1811.0
0.52,5,5,3,59.5,59.0,5.24,5.31,3.14,1177.6
0.32,2,4,4,60.3,57.0,4.46,4.43,2.68,747.2
0.29,4,4,7,62.0,58.0,4.19,4.23,2.61,872.4
1.21,2,2,7,61.6,55.0,6.88,6.8,4.21,7831.4
1.27,2,5,4,62.8,56.0,6.9,6.86,4.32,8490.4
0.37,4,7,3,61.0,62.0,4.61,4.64,2.82,964.2
1.01,5,5,3,60.6,58.0,6.54,6.49,3.95,5139.2
0.76,2,5,4,61.0,55.0,5.89,5.92,3.6,3244.8
0.59,2,6,3,62.9,57.0,5.36,5.33,3.36,1659.0
1.8,3,2,2,63.2,58.0,7.66,7.75,4.87,11264.4
0.75,2,5,2,62.1,55.0,5.83,5.87,3.63,2452.8
1.07,2,7,8,60.9,54.0,6.66,6.73,4.08,12562.4
0.4,5,7,4,59.1,57.0,4.87,4.81,2.86,1079.8
0.28,3,1,6,58.4,60.0,4.27,4.33,2.51,902.0
0.71,4,6,4,62.9,57.0,5.68,5.7,3.58,2995.4
0.6,2,2,2,62.2,54.0,5.4,5.44,3.37,938.4
1.05,2,5,6,62.1,54.0,6.55,6.52,4.06,10934.0
0.33,2,6,7,61.5,56.0,4.49,4.46,2.75,989.4
0.71,2,6,4,62.0,57.0,5.71,5.74,3.55,2999.0
1.01,5,5,3,62.8,59.0,6.4,6.36,4.01,5119.0
0.33,5,2,5,61.6,60.0,4.42,4.45,2.73,669.4
0.9,4,5,4,64.2,59.0,6.07,6.11,3.91,5692.6
0.74,2,5,5,62.3,57.0,5.79,5.77,3.6,3069.8
1.04,5,4,1,62.2,58.0,6.46,6.41,4.0,4192.2
0.51,2,7,4,62.4,55.0,5.12,5.14,3.2,1748.8
0.58,4,3,3,63.3,56.0,5.34,5.31,3.37,1192.4
1.02,4,7,2,63.4,59.0,6.41,6.37,4.05,3955.8
0.41,2,2,4,62.0,57.0,4.74,4.77,2.95,630.2
0.43,2,2,6,62.6,57.0,4.79,4.82,3.01,713.4
1.13,2,6,4,61.4,58.0,6.71,6.74,4.13,7764.2
0.39,1,6,3,65.6,60.0,4.5,4.56,2.97,1390.6
1.0,5,1,2,62.7,58.0,6.32,6.28,3.95,3275.2
0.56,3,6,4,62.3,63.0,5.22,5.27,3.27,1191.2
1.15,5,4,3,63.0,59.0,6.68,6.63,4.19,4879.0
0.81,2,3,8,61.6,58.0,5.98,6.01,3.69,3093.2
1.27,5,1,7,60.1,58.0,7.06,6.99,4.22,7336.4
0.73,2,4,4,61.6,56.0,5.8,5.83,3.58,3226.4
0.31,2,4,7,60.8,56.0,4.36,4.39,2.66,921.6
0.68,4,4,8,62.7,56.0,5.56,5.6,3.5,2777.4
0.51,3,7,4,60.1,65.0,5.14,5.17,3.1,1783.2
1.2,4,2,5,63.1,58.0,6.7,6.62,4.2,6754.6
0.4,4,3,5,63.4,58.0,4.74,4.66,2.98,794.0
1.54,1,2,2,64.6,56.0,7.3,7.26,4.7,6962.4
0.77,4,6,2,60.4,58.0,5.91,5.95,3.58,2197.4
0.44,4,6,3,62.2,60.0,4.79,4.86,3.0,736.4
0.92,5,4,2,58.4,58.0,6.4,6.34,3.73,4043.4
1.01,5,6,3,59.5,60.0,6.54,6.46,3.87,5158.8
0.82,1,5,3,64.9,58.0,5.83,5.79,3.77,3867.0
0.41,2,4,5,61.7,57.0,4.81,4.78,2.96,914.2
0.44,4,5,7,62.1,60.0,4.84,4.92,3.03,994.2
0.56,2,7,2,62.2,55.0,5.29,5.32,3.3,1397.8
0.26,4,6,6,61.7,61.0,4.08,4.12,2.53,532.4
0.39,2,4,8,61.6,56.0,4.69,4.73,2.9,1334.0
0.7,1,2,1,68.6,57.0,5.46,5.34,3.71,1874.0
1.2,5,4,2,62.6,61.0,6.73,6.68,4.2,4939.4
2.0,4,3,2,61.0,57.0,8.02,8.18,4.94,16283.8
0.54,4,2,4,62.3,56.0,5.17,5.22,3.24,1298.8
0.54,2,7,4,61.1,56.0,5.29,5.25,3.22,1810.6
1.6,4,2,5,62.3,59.0,7.46,7.51,4.66,11047.0
0.37,2,6,5,61.4,55.0,4.62,4.66,2.85,956.0
1.09,2,4,6,61.8,56.0,6.58,6.62,4.08,9068.2
0.71,2,4,5,61.5,56.0,5.74,5.78,3.54,3363.2
1.0,5,7,3,59.2,62.0,6.54,6.49,3.86,4751.6
0.33,2,6,4,61.5,57.0,4.41,4.47,2.73,800.6
1.2,4,2,5,62.6,59.0,6.69,6.73,4.2,6460.4
1.21,5,4,5,62.7,58.0,6.76,6.85,4.27,8508.6
0.42,2,6,6,62.3,55.0,4.81,4.76,2.98,1065.6
0.31,3,4,5,63.2,56.0,4.28,4.29,2.71,676.8
1.01,5,7,6,62.4,58.0,6.44,6.39,4.0,9514.0
0.99,1,1,1,73.6,60.0,6.01,5.8,4.35,3368.8
1.07,5,3,4,60.6,60.0,6.66,6.63,4.03,4906.8
0.92,5,5,2,61.8,58.0,6.19,6.23,3.84,3735.4
1.04,4,4,6,62.8,54.0,6.39,6.5,4.05,6504.0
0.3,5,4,7,62.6,58.0,4.27,4.29,2.68,1036.6
0.62,4,7,6,58.1,63.0,5.59,5.66,3.27,1826.0
0.7,2,5,2,62.1,57.0,5.65,5.69,3.52,2160.8
1.0,5,4,2,60.7,59.0,6.45,6.41,3.9,4056.8
1.03,2,4,3,60.8,57.0,6.52,6.47,3.95,5398.2
0.71,2,4,7,61.1,57.0,5.76,5.8,3.53,2896.8
0.3,2,3,7,62.5,53.8,4.31,4.33,2.69,742.0
0.4,3,2,5,63.8,55.0,4.69,4.65,2.98,625.4
0.5,3,6,4,64.1,58.0,5.03,5.01,3.22,1471.8
0.26,4,6,6,62.9,56.0,4.07,4.1,2.57,641.0
0.33,4,4,4,62.1,56.0,4.41,4.44,2.75,630.0
0.4,2,7,6,62.2,55.0,4.74,4.72,2.94,1338.4
0.53,4,6,3,63.0,55.0,5.14,5.18,3.25,1910.8
0.7,4,5,3,62.3,57.0,5.65,5.69,3.53,2188.6
0.36,2,6,4,61.9,56.0,4.55,4.56,2.82,848.4
0.48,5,6,2,62.9,60.0,4.93,4.9,3.09,1057.8
0.72,2,7,3,60.5,56.0,5.79,5.84,3.52,3010.6
0.51,4,5,4,58.6,58.0,5.22,5.29,3.08,1191.0
0.26,2,4,5,62.5,53.0,4.1,4.13,2.57,550.0
1.0,3,5,1,64.2,59.0,6.26,6.3,4.03,2404.6
0.26,2,5,8,62.0,56.0,4.07,4.1,2.53,894.8
0.32,2,4,7,60.2,56.0,4.45,4.49,2.69,933.8
0.79,5,4,5,61.3,59.0,5.97,5.91,3.64,2729.2
1.07,2,3,4,62.1,57.0,6.53,6.49,4.04,5861.8
0.9,5,7,2,58.1,60.0,6.26,6.24,3.63,3549.4
2.35,5,1,5,60.7,60.0,8.64,8.6,5.23,16380.8
1.11,2,2,5,63.0,56.0,6.61,6.57,4.15,5387.4
0.36,3,6,7,58.2,56.0,4.68,4.74,2.74,1203.8
0.3,3,5,7,61.1,61.0,4.29,4.32,2.63,826.6
0.53,2,4,5,61.8,55.0,5.17,5.22,3.21,1746.8
0.79,5,1,3,58.8,62.0,6.03,6.01,3.54,2848.4
0.33,5,7,2,61.6,59.0,4.42,4.41,2.72,694.4
1.36,5,2,5,62.0,59.0,7.1,7.06,4.39,6881.2
1.03,4,3,2,60.9,57.0,6.5,6.58,3.98,4343.6
0.42,5,4,7,59.8,58.0,4.88,4.85,2.91,1532.2
0.32,2,3,7,61.6,54.0,4.42,4.45,2.73,764.8
0.56,2,6,5,61.8,56.0,5.28,5.33,3.28,2018.4
0.34,5,4,7,59.0,62.0,4.6,4.56,2.7,989.8
0.5,4,7,5,59.8,58.0,5.12,5.14,3.07,1500.0
3.11,1,1,1,65.9,57.0,9.15,9.02,5.98,14064.0
0.56,2,7,4,60.9,56.0,5.35,5.32,3.25,1881.0
0.3,2,6,7,60.6,57.0,4.33,4.35,2.63,931.0
0.37,2,6,5,61.6,54.7,4.61,4.63,2.85,929.0
0.53,2,4,4,61.6,56.0,5.24,5.19,3.21,1547.6
1.6,4,7,2,60.6,58.0,7.55,7.61,4.59,10456.4
0.31,2,7,3,62.1,56.0,4.33,4.37,2.7,615.6
1.54,4,1,5,63.5,57.0,7.27,7.37,4.65,7647.4
0.33,4,4,6,62.8,57.0,4.39,4.47,2.78,785.6
0.31,3,3,4,63.5,57.0,4.32,4.34,2.75,595.2
0.71,5,4,3,58.5,58.0,5.87,5.82,3.42,1672.6
1.01,5,5,2,61.1,57.0,6.48,6.44,3.95,3803.4
0.3,2,5,7,61.9,58.0,4.26,4.3,2.65,884.8
1.31,2,3,5,62.5,56.0,6.95,7.03,4.37,8083.2
0.71,2,2,4,61.6,57.0,5.7,5.62,3.49,2610.2
0.41,2,7,3,61.6,55.0,4.8,4.78,2.95,804.8
1.0,5,5,5,62.6,58.0,6.37,6.4,4.0,6925.6
1.07,2,7,5,61.8,57.0,6.55,6.58,4.06,9965.4
0.52,5,4,5,62.6,59.0,5.08,5.11,3.19,1751.2
1.05,2,4,4,62.8,57.0,6.49,6.45,4.06,6115.6
0.33,2,7,6,61.7,55.0,4.46,4.49,2.76,1012.4
1.5,4,5,2,62.3,60.0,7.29,7.34,4.56,9452.2
0.41,2,3,2,61.7,56.0,4.8,4.77,2.95,633.8
0.71,4,5,5,62.9,55.0,5.68,5.71,3.58,2827.6
0.5,3,7,3,63.8,60.0,5.0,5.03,3.2,1950.8
1.01,4,7,4,63.1,60.0,6.39,6.35,4.02,5713.4
1.71,3,3,4,63.7,58.0,7.57,7.54,4.81,10489.0
0.4,2,5,7,62.2,56.0,4.71,4.74,2.94,1054.6
0.32,4,4,5,61.7,55.0,4.37,4.41,2.71,632.8
0.5,4,6,3,60.7,61.0,5.09,5.12,3.1,1260.6
1.02,1,5,2,65.5,59.0,6.27,6.24,4.1,3506.6
1.05,4,4,2,62.5,60.0,6.45,6.5,4.05,4151.6
1.36,5,6,6,59.8,59.0,7.12,7.2,4.38,11324.0
0.51,2,6,3,62.3,56.0,5.15,5.12,3.2,1413.8
1.2,5,3,2,62.4,57.0,6.83,6.75,4.24,4467.8
0.72,2,5,5,62.0,56.0,5.76,5.73,3.56,3516.6
0.49,4,5,7,62.2,56.0,5.04,5.08,3.14,1498.4
0.36,5,3,3,61.3,57.0,4.65,4.61,2.84,827.8
0.7,5,7,3,62.1,62.0,5.63,5.58,3.48,3058.2
0.9,5,6,2,59.5,61.0,6.3,6.24,3.73,3659.0
0.32,5,4,7,58.1,59.0,4.53,4.49,2.62,916.8
